age,gender,primary_tech_field,job_title,employment_type,work_arrangement,experience_years_total,experience_years_in_field,education_level,languages_spoken,skills,primary_skill,num_skills,certifications,company_size,annual_salary_usd,num_languages,num_certifications,total_skills + certificates
32,Male,Full-Stack Development,Full Stack Developer,Full-time,Remote,2.8,1.9,Bootcamp,English; Tamil; French; Korean,Redis; PostgreSQL; Node.js; React; GraphQL; Vue.js,Redis,6,Google Cloud Professional; CompTIA Security+,Large (201-1000),136721.41,4,2,8
29,Male,Frontend Development,Other,Full-time,Hybrid,3.5,2.9,PhD,English; Telugu; Arabic,TypeScript; HTML/CSS; Tailwind CSS; Vue.js; Next.js; JavaScript; React; Redux,TypeScript,8,,Enterprise (1000+),253072.87,3,0,8
36,Non-Binary,QA & Testing,Other,Full-time,Remote,11.6,5.3,Bootcamp,English; Bengali,Jest; Playwright; Selenium,Jest,3,TensorFlow Developer Certificate,Startup (1-10),144544.23,2,1,4
33,Male,Database & Data Engineering,Other,Full-time,Remote,7.1,4.0,Master's Degree,English; Hindi; Tamil,BigQuery; dbt; MongoDB; Redis; Elasticsearch; Spark,BigQuery,6,Azure Solutions Architect,Startup (1-10),185491.79,3,1,7
34,Female,Backend Development,Other,Full-time,On-site,4.5,2.7,Bachelor's Degree,English,Node.js; Go; Python; Django; Java; Express.js; Spring Boot,Node.js,7,,Startup (1-10),121328.32,1,0,7
32,Male,Full-Stack Development,Software Engineer,Full-time,Hybrid,2.7,1.9,PhD,English; Bengali,GraphQL; Python; REST APIs; Vue.js; TypeScript; React; AWS; PostgreSQL,GraphQL,8,TensorFlow Developer Certificate; CEH; CompTIA Security+,Small (11-50),198474.79,2,3,11
18,Prefer not to say,Database & Data Engineering,Other,Full-time,Hybrid,8.7,6.8,Bachelor's Degree,English,dbt; Cassandra; BigQuery; SQL; Airflow; Redis; PostgreSQL; Kafka,dbt,8,AWS Certified Solutions Architect,Medium (51-200),224298.34,1,1,9
25,Male,Game Development,Other,Full-time,Hybrid,0.5,0.5,Bachelor's Degree,Hindi,OpenGL; C++; Shader Programming; Maya,OpenGL,4,CISSP,Medium (51-200),94196.12,1,1,5
34,Prefer not to say,Data Science & ML,Other,Full-time,Remote,8.1,3.3,Master's Degree,English; Hindi,PyTorch; Keras; R; Spark; Hugging Face; OpenCV; NLTK,PyTorch,7,Kubernetes CKA; CompTIA Security+,Medium (51-200),311997.38,2,2,9
41,Male,DevOps & Cloud,Other,Full-time,Remote,5.3,5.2,Bootcamp,English,Terraform; Prometheus; AWS; Ansible,Terraform,4,,Enterprise (1000+),186451.03,1,0,4
34,Female,Frontend Development,Other,Full-time,Remote,6.1,5.5,Bachelor's Degree,English; Telugu,Redux; TypeScript; Webpack; SASS; GraphQL; Next.js; Angular,Redux,7,AWS Certified Developer,Large (201-1000),142212.53,2,1,8
35,Female,Site Reliability Engineering,Other,Full-time,On-site,8.2,3.3,Master's Degree,English; Bengali,Docker; AWS; Linux,Docker,3,PMP,Enterprise (1000+),276674.91,2,1,4
31,Male,Site Reliability Engineering,Other,Full-time,Remote,3.5,2.4,Bachelor's Degree,English; Russian; French,CI/CD; Grafana; Kubernetes; Go; Terraform,CI/CD,5,Certified Scrum Master,Large (201-1000),206220.65,3,1,6
18,Male,Embedded Systems & IoT,Other,Full-time,Hybrid,5.3,5.0,High School,English; Mandarin,MATLAB; Embedded Linux; I2C/SPI; PCB Design; C++; RTOS; Microcontrollers,MATLAB,7,,Medium (51-200),164686.62,2,0,7
32,Male,Backend Development,Other,Full-time,On-site,5.7,5.4,Bachelor's Degree,English; Arabic,Java; Ruby; Python,Java,3,,Medium (51-200),135977.23,2,0,3
32,Male,Site Reliability Engineering,Other,Full-time,Remote,7.4,4.2,Bachelor's Degree,Mandarin; Japanese; German,Linux; Docker; Prometheus; CI/CD; AWS; Incident Management,Linux,6,AWS Certified Developer,Medium (51-200),227768.98,3,1,7
19,Male,Game Development,Other,Full-time,Remote,4.3,2.0,Master's Degree,English,Shader Programming; Blender; DirectX; Photon; OpenGL; 3D Modeling,Shader Programming,6,,Small (11-50),115606.38,1,0,6
40,Male,Blockchain & Web3,Other,Full-time,Remote,6.5,5.6,Master's Degree,English,Ethereum; Go; IPFS; Web3.js; Smart Contracts; DeFi; Hardhat; ethers.js,Ethereum,8,CEH,Enterprise (1000+),316439.07,1,1,9
37,Female,Backend Development,Other,Full-time,Hybrid,0.5,0.5,Master's Degree,English; Spanish,Django; Ruby; Python,Django,3,PMP; AWS Certified Solutions Architect,Medium (51-200),121119.95,2,2,5
27,Female,Mobile Development,Other,Full-time,Hybrid,3.8,3.4,Bachelor's Degree,English; Russian,Java; Flutter; Objective-C; Kotlin; Dart; Android SDK,Java,6,,Large (201-1000),111300.28,2,0,6
33,Male,Blockchain & Web3,Other,Full-time,On-site,5.7,2.4,Bootcamp,English; Arabic; Telugu,ethers.js; Ethereum; Hardhat; Web3.js; DeFi,ethers.js,5,PMP; CEH,Large (201-1000),244869.58,3,2,7
28,Non-Binary,Cybersecurity,Other,Contract,Remote,5.5,2.7,Bachelor's Degree,English; Dutch,Firewalls; Burp Suite; Python; Cryptography; IDS/IPS,Firewalls,5,,Medium (51-200),147689.06,2,0,5
41,Male,Frontend Development,Other,Full-time,Hybrid,0.5,0.5,Bootcamp,English; Spanish,JavaScript; TypeScript; Angular; SASS,JavaScript,4,,Large (201-1000),101981.34,2,0,4
18,Male,Blockchain & Web3,Other,Full-time,Hybrid,4.4,2.1,Bachelor's Degree,English; Japanese,ethers.js; DeFi; Smart Contracts; IPFS; Go; Foundry; TypeScript,ethers.js,7,,Medium (51-200),178163.63,2,0,7
31,Male,Backend Development,Other,Full-time,Remote,10.9,8.3,Bachelor's Degree,English; Telugu,C#; Ruby; Django; Rust,C#,4,PMP; CompTIA Security+; Azure Solutions Architect,Small (11-50),161685.43,2,3,7
41,Male,Frontend Development,Other,Full-time,Remote,11.7,5.6,Bachelor's Degree,English,Angular; Webpack; SASS; Next.js; Redux,Angular,5,,Startup (1-10),88807.61,1,0,5
32,Female,DevOps & Cloud,Other,Full-time,Remote,7.2,3.6,Master's Degree,English; Spanish,Docker; Ansible; Kubernetes; CI/CD,Docker,4,PMP,Small (11-50),168950.17,2,1,5
32,Female,Database & Data Engineering,Other,Full-time,Remote,6.7,6.5,Bachelor's Degree,English; Arabic; Dutch,BigQuery; PostgreSQL; Airflow,BigQuery,3,,Large (201-1000),183609.65,3,0,3
19,Male,Site Reliability Engineering,Other,Full-time,Remote,11.8,6.8,Bachelor's Degree,English; Bengali; French,Grafana; Terraform; GCP; CI/CD; Linux; Incident Management; Prometheus; Python,Grafana,8,CompTIA Security+; PMP; Azure Solutions Architect,Startup (1-10),159083.47,3,3,11
30,Prefer not to say,Data Science & ML,Other,Full-time,Remote,5.8,5.3,Bootcamp,Dutch; English,OpenCV; Spark; Hugging Face; R,OpenCV,4,TensorFlow Developer Certificate; CEH; PMP,Medium (51-200),151513.31,2,3,7
29,Female,Blockchain & Web3,Other,Full-time,Remote,0.5,0.5,Master's Degree,Italian; Mandarin; German,TypeScript; Go; Hardhat; Solidity; IPFS; Web3.js; DeFi,TypeScript,7,CEH; Azure Solutions Architect,Large (201-1000),157883.12,3,2,9
36,Non-Binary,Database & Data Engineering,Other,Full-time,Hybrid,0.5,0.5,Master's Degree,English,BigQuery; PostgreSQL; dbt; MongoDB; Airflow; Cassandra; Kafka; Snowflake,BigQuery,8,CEH; PMP,Startup (1-10),114615.84,1,2,10
18,Female,Embedded Systems & IoT,Other,Full-time,Hybrid,4.4,3.1,Bachelor's Degree,Italian; Bengali,C++; RTOS; Python; ARM; Microcontrollers; I2C/SPI; Embedded Linux,C++,7,AWS Certified Developer,Small (11-50),182899.7,2,1,8
34,Male,Full-Stack Development,Software Engineer,Contract,Remote,4.9,4.8,Bootcamp,Russian; Hindi,React; AWS; Node.js; TypeScript; REST APIs; Docker,React,6,Kubernetes CKA; PMP,Enterprise (1000+),155505.22,2,2,8
29,Female,Full-Stack Development,Web Developer,Full-time,Hybrid,4.7,3.7,PhD,English,Docker; GraphQL; Node.js; React; MongoDB; Python; Vue.js; PostgreSQL,Docker,8,,Large (201-1000),272964.17,1,0,8
38,Male,DevOps & Cloud,Other,Full-time,Hybrid,2.6,1.8,Bootcamp,English,GCP; Ansible; Jenkins; Prometheus; Helm; Azure; Kubernetes; CI/CD,GCP,8,,Large (201-1000),141194.43,1,0,8
37,Female,Frontend Development,Other,Full-time,Remote,4.1,1.7,Bootcamp,English; Tamil; Mandarin,TypeScript; Angular; SASS; React; Vue.js,TypeScript,5,PMP,Large (201-1000),107633.45,3,1,6
25,Female,Frontend Development,Other,Full-time,Hybrid,1.0,0.7,Master's Degree,English,Webpack; React; Redux; SASS; TypeScript; Next.js; Tailwind CSS,Webpack,7,,Startup (1-10),102717.17,1,0,7
34,Female,Frontend Development,Other,Full-time,Remote,5.9,3.2,Bachelor's Degree,English; Spanish; Dutch; Portuguese,HTML/CSS; JavaScript; Tailwind CSS; Vue.js; React; Webpack,HTML/CSS,6,Kubernetes CKA,Startup (1-10),125466.77,4,1,7
21,Male,Data Science & ML,Other,Full-time,Remote,1.1,0.8,Bachelor's Degree,Dutch,scikit-learn; OpenCV; NLTK; SQL; Python; TensorFlow; R; Hugging Face,scikit-learn,8,,Small (11-50),110385.85,1,0,8
32,Female,Embedded Systems & IoT,Other,Full-time,Hybrid,3.9,3.4,Bachelor's Degree,English; Tamil,C++; PCB Design; C; Embedded Linux; Python; RTOS; ARM; FPGA,C++,8,AWS Certified Solutions Architect,Small (11-50),170829.55,2,1,9
40,Male,QA & Testing,Other,Contract,Remote,0.5,0.5,Bootcamp,English,Postman; Selenium; TestRail; JUnit,Postman,4,AWS Certified Solutions Architect; CISSP,Startup (1-10),44293.73,1,2,6
33,Male,Backend Development,Other,Full-time,Remote,6.4,5.5,Bootcamp,English,Python; PHP; Spring Boot; C#; Node.js,Python,5,TensorFlow Developer Certificate,Startup (1-10),151060.71,1,1,6
20,Male,Product Management,Other,Full-time,Remote,1.3,0.7,Bachelor's Degree,English,Wireframing; Data Analysis; Roadmapping; A/B Testing; User Research; Confluence; Stakeholder Management; SQL,Wireframing,8,,Enterprise (1000+),220926.32,1,0,8
24,Prefer not to say,Data Science & ML,Other,Contract,Remote,5.6,3.0,Bachelor's Degree,English,Spark; Python; Keras,Spark,3,,Medium (51-200),181474.77,1,0,3
25,Male,Data Science & ML,Other,Freelance,Remote,6.5,3.3,Master's Degree,English; French,NLTK; R; TensorFlow; OpenCV; PyTorch; Keras; Hugging Face,NLTK,7,,Small (11-50),280569.32,2,0,7
22,Male,Full-Stack Development,Other,Full-time,Hybrid,5.5,3.9,Master's Degree,English,GraphQL; Python; MongoDB; PostgreSQL; Node.js; AWS,GraphQL,6,,Medium (51-200),260358.13,1,0,6
35,Female,Backend Development,Platform Engineer,Contract,Remote,10.6,10.3,Master's Degree,English; Telugu; Spanish,Python; Ruby; FastAPI; PHP; Rust,Python,5,CompTIA Security+; AWS Certified Solutions Architect,Small (11-50),226545.55,3,2,7
26,Male,Full-Stack Development,Senior Software Engineer,Part-time,Remote,11.1,6.6,Master's Degree,English; Japanese,GraphQL; React; Python,GraphQL,3,TensorFlow Developer Certificate,Large (201-1000),281250.82,2,1,4
24,Male,Frontend Development,Other,Full-time,Remote,4.5,4.0,Bootcamp,English,Angular; JavaScript; HTML/CSS; Tailwind CSS,Angular,4,Google Cloud Professional,Enterprise (1000+),131308.32,1,1,5
40,Female,Data Science & ML,Other,Full-time,Remote,5.1,4.7,Master's Degree,English; Tamil,Hugging Face; NLTK; TensorFlow; R,Hugging Face,4,,Startup (1-10),207886.74,2,0,4
26,Female,Backend Development,Other,Full-time,On-site,6.1,4.9,Bachelor's Degree,English,Java; Go; Ruby; Node.js; Rust; Spring Boot; Python,Java,7,,Small (11-50),169952.5,1,0,7
41,Male,QA & Testing,Other,Full-time,Remote,6.8,6.6,Bachelor's Degree,German; Japanese,TestRail; Cypress; API Testing; Postman; PyTest; JUnit,TestRail,6,,Small (11-50),162921.16,2,0,6
24,Male,Full-Stack Development,Senior Software Engineer,Full-time,Hybrid,9.4,8.0,Master's Degree,English,React; PostgreSQL; Node.js; Python; MongoDB; GraphQL; Docker; Redis,React,8,AWS Certified Solutions Architect,Small (11-50),303897.59,1,1,9
21,Female,Data Science & ML,Other,Full-time,Remote,7.4,3.7,Bachelor's Degree,English; Dutch; French,Python; PyTorch; Keras; Hugging Face; Pandas; TensorFlow; R; NLTK,Python,8,Azure Solutions Architect,Large (201-1000),270275.12,3,1,9
30,Male,DevOps & Cloud,Other,Full-time,Remote,10.5,10.0,PhD,English; Japanese,Helm; Azure; Terraform; Kubernetes,Helm,4,,Medium (51-200),318527.76,2,0,4
19,Non-Binary,QA & Testing,Other,Full-time,Remote,5.4,5.2,Master's Degree,English; Japanese,JUnit; Postman; TestRail; Jest,JUnit,4,AWS Certified Solutions Architect; AWS Certified Developer,Large (201-1000),60207.77,2,2,6
44,Male,Frontend Development,Other,Full-time,Remote,4.9,2.5,Master's Degree,English; Russian; Bengali; Spanish,Next.js; Webpack; Tailwind CSS; JavaScript; Redux; Vue.js; SASS; Angular,Next.js,8,,Startup (1-10),146618.42,4,0,8
29,Male,Data Science & ML,Other,Full-time,On-site,13.5,11.9,Bachelor's Degree,English; Portuguese,scikit-learn; R; Spark; OpenCV; Python,scikit-learn,5,,Small (11-50),227739.96,2,0,5
31,Non-Binary,Backend Development,Other,Freelance,Remote,2.2,1.3,Master's Degree,English; Telugu,Spring Boot; Django; Python; Node.js; Rust; PHP; Express.js,Spring Boot,7,Kubernetes CKA,Large (201-1000),159234.88,2,1,8
21,Female,Backend Development,Other,Full-time,Hybrid,11.6,5.4,Bootcamp,English,Java; PHP; Express.js,Java,3,,Enterprise (1000+),59382.87,1,0,3
24,Female,Backend Development,Platform Engineer,Full-time,On-site,16.9,16.7,Bachelor's Degree,English; Italian,Express.js; Go; Rust; C#; PHP; Python,Express.js,6,,Small (11-50),57795.68,2,0,6
41,Male,Full-Stack Development,Software Engineer,Full-time,Remote,7.1,7.0,Bootcamp,English; Russian,REST APIs; React; MongoDB; Node.js; Python; TypeScript; Docker; Vue.js,REST APIs,8,,Medium (51-200),219726.18,2,0,8
18,Male,QA & Testing,Other,Full-time,Remote,17.4,7.2,Master's Degree,English; German,Jest; Cypress; Performance Testing; Playwright; PyTest; JUnit; Postman,Jest,7,Kubernetes CKA,Startup (1-10),52702.8,2,1,8
29,Male,Mobile Development,Other,Full-time,Hybrid,6.8,6.1,Bachelor's Degree,English; Korean; Italian,Android SDK; Firebase; Flutter; Kotlin; Swift; Jetpack Compose; Xcode,Android SDK,7,TensorFlow Developer Certificate; Kubernetes CKA; Azure Solutions Architect,Enterprise (1000+),169155.21,3,3,10
21,Male,Data Science & ML,Other,Full-time,On-site,4.3,1.7,Bachelor's Degree,English; French,TensorFlow; R; Hugging Face; SQL; scikit-learn; Spark; PyTorch; Keras,TensorFlow,8,,Startup (1-10),125575.06,2,0,8
31,Male,QA & Testing,Other,Full-time,Hybrid,3.2,2.3,Bootcamp,English,Jira; Performance Testing; Load Testing; Jest; Postman; TestRail; PyTest; JUnit,Jira,8,Azure Solutions Architect,Medium (51-200),131173.58,1,1,9
31,Female,DevOps & Cloud,Other,Full-time,Remote,4.4,2.7,Bachelor's Degree,English; Mandarin,GCP; Terraform; Kubernetes; Docker; Linux; Ansible; Prometheus; CI/CD,GCP,8,,Startup (1-10),123891.12,2,0,8
29,Male,Product Management,Other,Contract,Remote,5.9,4.0,Bootcamp,Hindi; Korean; Portuguese; Russian,User Research; Agile; Jira,User Research,3,,Enterprise (1000+),236239.06,4,0,3
43,Female,Embedded Systems & IoT,Other,Full-time,On-site,12.9,5.6,Bachelor's Degree,English,FPGA; PCB Design; C; RTOS,FPGA,4,CISSP; TensorFlow Developer Certificate,Medium (51-200),174421.2,1,2,6
26,Male,DevOps & Cloud,Platform Engineer,Full-time,Hybrid,4.8,3.1,Associate's Degree,English; Telugu; Arabic,Jenkins; AWS; CI/CD; Docker; Prometheus; Kubernetes,Jenkins,6,,Startup (1-10),200263.87,3,0,6
34,Female,Mobile Development,Other,Part-time,Remote,4.8,2.0,Bachelor's Degree,English; Russian,Jetpack Compose; Xcode; Flutter; Android SDK; React Native,Jetpack Compose,5,,Enterprise (1000+),137057.36,2,0,5
42,Female,Frontend Development,Other,Full-time,Hybrid,0.5,0.5,Bachelor's Degree,English; Korean,Webpack; React; SASS; Tailwind CSS,Webpack,4,PMP; Linux Foundation Certified,Startup (1-10),61785.9,2,2,6
35,Female,Backend Development,Other,Full-time,Remote,15.7,12.3,Bachelor's Degree,English; Korean,Express.js; Spring Boot; Java; PHP; C#; Django; Ruby,Express.js,7,CEH,Enterprise (1000+),283653.82,2,1,8
30,Male,Backend Development,Other,Full-time,Remote,7.3,6.1,Bachelor's Degree,English,Node.js; FastAPI; Express.js; Python; Spring Boot,Node.js,5,,Large (201-1000),204783.79,1,0,5
36,Non-Binary,Site Reliability Engineering,Other,Full-time,Remote,5.3,5.1,Bachelor's Degree,English,Linux; Grafana; AWS; Terraform; Incident Management,Linux,5,AWS Certified Solutions Architect; TensorFlow Developer Certificate,Medium (51-200),250056.42,1,2,7
30,Male,Site Reliability Engineering,Other,Full-time,Hybrid,10.8,8.4,Bootcamp,Spanish; Dutch; Japanese; Italian,Python; AWS; CI/CD; GCP; Grafana; Incident Management,Python,6,,Large (201-1000),212418.39,4,0,6
33,Female,Game Development,Other,Full-time,On-site,8.3,6.6,Bootcamp,English; Dutch; Portuguese,OpenGL; C#; Physics Engine; Unity; Maya; DirectX; Blender; Shader Programming,OpenGL,8,,Startup (1-10),34990.61,3,0,8
18,Non-Binary,Mobile Development,Other,Full-time,Hybrid,4.2,3.4,Bootcamp,English; Japanese; Mandarin,Flutter; Xcode; SwiftUI; Swift; Dart; Android SDK; Kotlin; Objective-C,Flutter,8,CompTIA Security+,Small (11-50),114576.98,3,1,9
29,Prefer not to say,Data Science & ML,Other,Full-time,Remote,9.2,6.9,Bootcamp,English; Hindi,OpenCV; TensorFlow; SQL; R; Hugging Face; Pandas; Spark; Python,OpenCV,8,,Medium (51-200),187475.44,2,0,8
31,Male,Frontend Development,Other,Full-time,Hybrid,2.2,1.0,Master's Degree,Spanish,JavaScript; Angular; Vue.js; HTML/CSS,JavaScript,4,CEH,Medium (51-200),146331.48,1,1,5
33,Female,Data Science & ML,Other,Freelance,Remote,7.1,4.8,Bachelor's Degree,English; French; Dutch; Tamil,TensorFlow; Pandas; Spark; Keras; PyTorch; scikit-learn,TensorFlow,6,CEH,Startup (1-10),248634.72,4,1,7
36,Female,Database & Data Engineering,Other,Full-time,Remote,8.8,4.6,Bachelor's Degree,English,SQL; MongoDB; dbt; Kafka,SQL,4,CEH; Linux Foundation Certified; Kubernetes CKA,Large (201-1000),223900.24,1,3,7
33,Male,Full-Stack Development,Software Engineer,Full-time,Remote,0.5,0.5,Master's Degree,English; Mandarin; Dutch; Tamil,REST APIs; GraphQL; React; MongoDB,REST APIs,4,,Startup (1-10),89205.54,4,0,4
30,Male,Mobile Development,Other,Full-time,Hybrid,7.0,3.3,Bachelor's Degree,English; Hindi; Tamil,Dart; Xcode; Flutter; SwiftUI; Android SDK; Objective-C; Firebase; Swift,Dart,8,CEH; CISSP; CompTIA Security+,Small (11-50),217539.3,3,3,11
31,Male,Backend Development,Platform Engineer,Full-time,Remote,3.5,1.6,PhD,English; French; Mandarin,Express.js; C#; Django; Node.js; Ruby; Java,Express.js,6,,Small (11-50),241406.53,3,0,6
24,Non-Binary,Backend Development,Other,Full-time,Hybrid,7.8,3.6,Master's Degree,English,Java; Node.js; Django; PHP,Java,4,CISSP; AWS Certified Developer,Small (11-50),204332.63,1,2,6
33,Male,Backend Development,Other,Freelance,Remote,4.9,4.0,Master's Degree,English; Japanese,FastAPI; Node.js; C#; Spring Boot; Rust; Java; Python; Express.js,FastAPI,8,CEH,Enterprise (1000+),228227.25,2,1,9
25,Female,Data Science & ML,Other,Full-time,On-site,6.5,2.9,Bachelor's Degree,English; French; Korean,PyTorch; R; Spark,PyTorch,3,Certified Scrum Master,Startup (1-10),218878.54,3,1,4
29,Male,Blockchain & Web3,Other,Full-time,Remote,11.1,8.7,Bootcamp,Bengali; Hindi; Mandarin; Spanish,Hardhat; Ethereum; IPFS; Solidity; TypeScript; Foundry,Hardhat,6,,Medium (51-200),287245.0,4,0,6
28,Male,Frontend Development,Other,Full-time,Remote,6.5,5.3,Bachelor's Degree,English; Tamil,JavaScript; Next.js; Redux,JavaScript,3,TensorFlow Developer Certificate; CEH,Small (11-50),179305.24,2,2,5
25,Male,Product Management,Other,Full-time,Remote,5.2,4.8,Bachelor's Degree,English,Jira; Figma; Scrum; SQL; Data Analysis; Stakeholder Management; Wireframing; A/B Testing,Jira,8,CISSP,Small (11-50),206141.51,1,1,9
36,Male,QA & Testing,Other,Full-time,On-site,9.6,5.2,Master's Degree,English,Cypress; JUnit; Jest; Selenium,Cypress,4,PMP,Large (201-1000),214059.05,1,1,5
29,Male,Full-Stack Development,Full Stack Developer,Contract,Remote,7.7,7.6,Master's Degree,English; Spanish,REST APIs; React; GraphQL; MongoDB,REST APIs,4,CEH,Startup (1-10),190756.59,2,1,5
34,Female,Full-Stack Development,Full Stack Developer,Freelance,Remote,9.8,9.2,Master's Degree,English; Russian,Docker; Redis; Node.js; PostgreSQL,Docker,4,,Medium (51-200),192511.44,2,0,4
34,Male,Backend Development,Other,Full-time,On-site,12.8,7.1,Bootcamp,English,Python; Rust; PHP; Java; Spring Boot,Python,5,,Enterprise (1000+),229867.75,1,0,5
40,Male,Full-Stack Development,Other,Full-time,Remote,3.9,3.2,Master's Degree,English,Python; AWS; Redis; Node.js; TypeScript; MongoDB; PostgreSQL,Python,7,,Large (201-1000),199671.88,1,0,7
31,Male,Full-Stack Development,Software Engineer,Full-time,Remote,4.2,2.5,Bachelor's Degree,English,Redis; AWS; Python; TypeScript; GraphQL; REST APIs; MongoDB,Redis,7,AWS Certified Solutions Architect; CEH; TensorFlow Developer Certificate,Startup (1-10),129806.93,1,3,10
39,Male,Data Science & ML,Other,Full-time,Remote,7.4,3.5,Associate's Degree,German; French,Spark; R; Hugging Face,Spark,3,,Enterprise (1000+),192322.88,2,0,3
